program,filename,nfrags,fraglen,total_sequences,total_reads,dropped_reads,incorrect_length,correct_len_incorrect_seq,perfectly_reconstructed,dropped_reads_percentage,incorrect_length_percentage,correct_len_incorrect_seq_percentage,perfectly_reconstructed_percentage,divergent_reads,
bbmerge,gen_n1000000_l173_merged.fq,1000000,173,999927,975374,24553,0,142902,832472,2.455,0.0,14.29,83.247,142902,
bbmerge,gen_n1000000_l174_merged.fq,1000000,174,999914,974109,25805,0,144265,829844,2.581,0.0,14.427,82.984,144265,
bbmerge,gen_n1000000_l175_merged.fq,1000000,175,999925,974061,25864,0,146300,827761,2.586,0.0,14.63,82.776,146300,
bbmerge,gen_n1000000_l176_merged.fq,1000000,176,999930,970860,29070,0,148235,822625,2.907,0.0,14.824,82.263,148235,
bbmerge,gen_n1000000_l177_merged.fq,1000000,177,999920,969362,30558,0,150079,819283,3.056,0.0,15.008,81.928,150079,
bbmerge,gen_n1000000_l178_merged.fq,1000000,178,999916,969869,30047,0,152344,817525,3.005,0.0,15.234,81.752,152344,
bbmerge,gen_n1000000_l179_merged.fq,1000000,179,999920,970005,29915,0,154596,815409,2.992,0.0,15.46,81.541,154596,
bbmerge,gen_n1000000_l17_merged.fq,1000000,17,999905,930043,69862,0,99,929944,6.986,0.0,0.01,92.994,99,
bbmerge,gen_n1000000_l180_merged.fq,1000000,180,999915,971117,28798,0,156619,814498,2.88,0.0,15.662,81.45,156619,
bbmerge,gen_n1000000_l181_merged.fq,1000000,181,999924,970672,29252,0,159095,811577,2.925,0.0,15.909,81.158,159095,
bbmerge,gen_n1000000_l182_merged.fq,1000000,182,999910,970761,29149,0,160987,809774,2.915,0.0,16.099,80.977,160987,
bbmerge,gen_n1000000_l183_merged.fq,1000000,183,999924,970124,29800,0,162594,807530,2.98,0.0,16.259,80.753,162594,
bbmerge,gen_n1000000_l184_merged.fq,1000000,184,999926,969447,30479,0,165046,804401,3.048,0.0,16.505,80.44,165046,
bbmerge,gen_n1000000_l185_merged.fq,1000000,185,999927,970096,29831,0,167550,802546,2.983,0.0,16.755,80.255,167550,
bbmerge,gen_n1000000_l186_merged.fq,1000000,186,999915,969798,30117,0,169894,799904,3.012,0.0,16.989,79.99,169894,
bbmerge,gen_n1000000_l187_merged.fq,1000000,187,999925,969825,30100,0,171902,797923,3.01,0.0,17.19,79.792,171902,
bbmerge,gen_n1000000_l188_merged.fq,1000000,188,999917,969015,30902,0,173782,795233,3.09,0.0,17.378,79.523,173782,
bbmerge,gen_n1000000_l189_merged.fq,1000000,189,999930,968558,31372,0,175364,793194,3.137,0.0,17.536,79.319,175364,
bbmerge,gen_n1000000_l18_merged.fq,1000000,18,999914,930439,69475,0,155,930284,6.947,0.0,0.015,93.028,155,
